# stars45degtime,stars45degm1,stars45degm2,stars45degm3,stars45degm4,stars90degtime,stars90degm1,stars90degm2,stars90degm3,stars90degm4,stars0degtime,stars0degm1,stars0degm2,stars0degm3,stars0degm4,stars0deg_retrotime,stars0deg_retrom1,stars0deg_retrom2,stars0deg_retrom3,stars0deg_retrom4
   2.75000,    0.07619,    0.07767,    0.03576,    0.02722,    2.75000,    0.13170,    0.13749,    0.04636,    0.03627,    2.75000,    0.04338,    0.07477,    0.03520,    0.03075,    2.75000,    0.04071,    0.15655,    0.04909,    0.06623
   2.77500,    0.09917,    0.07661,    0.04754,    0.02250,    2.77500,    0.12038,    0.11666,    0.04504,    0.03620,    2.77500,    0.02841,    0.08621,    0.04962,    0.02970,    2.77500,    0.06567,    0.14157,    0.04141,    0.06816
   2.80000,    0.10105,    0.07790,    0.06862,    0.03296,    2.80000,    0.11427,    0.07454,    0.02496,    0.03395,    2.80000,    0.02966,    0.10748,    0.03913,    0.01355,    2.80000,    0.07566,    0.15582,    0.03821,    0.07262
   2.82500,    0.08428,    0.08339,    0.06501,    0.04181,    2.82500,    0.10189,    0.06109,    0.03044,    0.03335,    2.82500,    0.04169,    0.11300,    0.02876,    0.03140,    2.82500,    0.08027,    0.18273,    0.05224,    0.06441
   2.85000,    0.06495,    0.10047,    0.06601,    0.04310,    2.85000,    0.07874,    0.06656,    0.03157,    0.02796,    2.85000,    0.03575,    0.10928,    0.03815,    0.03995,    2.85000,    0.09884,    0.17819,    0.03582,    0.07047
   2.87500,    0.05760,    0.11326,    0.05312,    0.03366,    2.87500,    0.05613,    0.05691,    0.02958,    0.02681,    2.87500,    0.03325,    0.09946,    0.02600,    0.04813,    2.87500,    0.09281,    0.14438,    0.04869,    0.06644
   2.90000,    0.04676,    0.11074,    0.03798,    0.02839,    2.90000,    0.08057,    0.05161,    0.04575,    0.03487,    2.90000,    0.02334,    0.09443,    0.03531,    0.03906,    2.90000,    0.08454,    0.12700,    0.05962,    0.05710
   2.92500,    0.03962,    0.10180,    0.02590,    0.03263,    2.92500,    0.10233,    0.06178,    0.03318,    0.02378,    2.92500,    0.02643,    0.09688,    0.04448,    0.03184,    2.92500,    0.06633,    0.14626,    0.05933,    0.06300
   2.95000,    0.04255,    0.10027,    0.02623,    0.03012,    2.95000,    0.10404,    0.06411,    0.01879,    0.02280,    2.95000,    0.03806,    0.10432,    0.03620,    0.04378,    2.95000,    0.04760,    0.18586,    0.05393,    0.06748
   2.97500,    0.03176,    0.10134,    0.02983,    0.03204,    2.97500,    0.10779,    0.05860,    0.02852,    0.03055,    2.97500,    0.05492,    0.10312,    0.04344,    0.04204,    2.97500,    0.04619,    0.19227,    0.03419,    0.05444
   3.00000,    0.03669,    0.08960,    0.02689,    0.02279,    3.00000,    0.10484,    0.03583,    0.03883,    0.04497,    3.00000,    0.06289,    0.12209,    0.03984,    0.03927,    3.00000,    0.05360,    0.17771,    0.03055,    0.05527
   3.02500,    0.04458,    0.08109,    0.02515,    0.03085,    3.02500,    0.09540,    0.06391,    0.04575,    0.04502,    3.02500,    0.06952,    0.14372,    0.03149,    0.03796,    3.02500,    0.05837,    0.17547,    0.04881,    0.05986
   3.05000,    0.05138,    0.10475,    0.04134,    0.03880,    3.05000,    0.04192,    0.09883,    0.03479,    0.03433,    3.05000,    0.06310,    0.14474,    0.02637,    0.02533,    3.05000,    0.06878,    0.19307,    0.05923,    0.07164
   3.07500,    0.05632,    0.11081,    0.05809,    0.03800,    3.07500,    0.02700,    0.11674,    0.04669,    0.03297,    3.07500,    0.04553,    0.13131,    0.02509,    0.02317,    3.07500,    0.06073,    0.19432,    0.03842,    0.08562
   3.10000,    0.06250,    0.08543,    0.05048,    0.04464,    3.10000,    0.07952,    0.10769,    0.04461,    0.04463,    3.10000,    0.03777,    0.09846,    0.03218,    0.03105,    3.10000,    0.03663,    0.17136,    0.02725,    0.08338
   3.12500,    0.06078,    0.09364,    0.04707,    0.04364,    3.12500,    0.11041,    0.08484,    0.04133,    0.04879,    3.12500,    0.04651,    0.07421,    0.03564,    0.03754,    3.12500,    0.01865,    0.14618,    0.03002,    0.08706
   3.15000,    0.04924,    0.10745,    0.04658,    0.03502,    3.15000,    0.11259,    0.09939,    0.05575,    0.04237,    3.15000,    0.03678,    0.07125,    0.02709,    0.03744,    3.15000,    0.01973,    0.13457,    0.04584,    0.07411
   3.17500,    0.04678,    0.11311,    0.04860,    0.04362,    3.17500,    0.09944,    0.11495,    0.05611,    0.03857,    3.17500,    0.03057,    0.06492,    0.02329,    0.03626,    3.17500,    0.03661,    0.15210,    0.03631,    0.07723
   3.20000,    0.03847,    0.12391,    0.03427,    0.03964,    3.20000,    0.07050,    0.12112,    0.05032,    0.03376,    3.20000,    0.04664,    0.04900,    0.03508,    0.03550,    3.20000,    0.02681,    0.15620,    0.04203,    0.06330
   3.22500,    0.04355,    0.13171,    0.02849,    0.03780,    3.22500,    0.07746,    0.10007,    0.04409,    0.03162,    3.22500,    0.07098,    0.06186,    0.04389,    0.03848,    3.22500,    0.03975,    0.13486,    0.04903,    0.06210
   3.25000,    0.03828,    0.12561,    0.03125,    0.04160,    3.25000,    0.10813,    0.07314,    0.02607,    0.02257,    3.25000,    0.07192,    0.06583,    0.03494,    0.02825,    3.25000,    0.03673,    0.12159,    0.05754,    0.06495
   3.27500,    0.04170,    0.11182,    0.04196,    0.03757,    3.27500,    0.10530,    0.08533,    0.04732,    0.02497,    3.27500,    0.06105,    0.05978,    0.02708,    0.02125,    3.27500,    0.04402,    0.13078,    0.05380,    0.07084
   3.30000,    0.04758,    0.11291,    0.04231,    0.02383,    3.30000,    0.09211,    0.10150,    0.04291,    0.03179,    3.30000,    0.05782,    0.05280,    0.02577,    0.01952,    3.30000,    0.04064,    0.15265,    0.05721,    0.07483
   3.32500,    0.04536,    0.12170,    0.03700,    0.02770,    3.32500,    0.06484,    0.10775,    0.03210,    0.04181,    3.32500,    0.06428,    0.06040,    0.01574,    0.01360,    3.32500,    0.03253,    0.16108,    0.05227,    0.05866
   3.35000,    0.04943,    0.13170,    0.02773,    0.03874,    3.35000,    0.04684,    0.10686,    0.02623,    0.03937,    3.35000,    0.06723,    0.07650,    0.01919,    0.01366,    3.35000,    0.02734,    0.15774,    0.02950,    0.05213
   3.37500,    0.05288,    0.13826,    0.02716,    0.04096,    3.37500,    0.05835,    0.10280,    0.02752,    0.03503,    3.37500,    0.05505,    0.07931,    0.03298,    0.02156,    3.37500,    0.02410,    0.15885,    0.02270,    0.07056
   3.40000,    0.05541,    0.15222,    0.02965,    0.04323,    3.40000,    0.05665,    0.10243,    0.02746,    0.03379,    3.40000,    0.04622,    0.09229,    0.03849,    0.03432,    3.40000,    0.02681,    0.16129,    0.04160,    0.07826
   3.42500,    0.04835,    0.14199,    0.02394,    0.02626,    3.42500,    0.06574,    0.10665,    0.03112,    0.03774,    3.42500,    0.04093,    0.09305,    0.04531,    0.02356,    3.42500,    0.02303,    0.15879,    0.05515,    0.07266
   3.45000,    0.03648,    0.12227,    0.03031,    0.03185,    3.45000,    0.07029,    0.09724,    0.04205,    0.01915,    3.45000,    0.04375,    0.07571,    0.02672,    0.01976,    3.45000,    0.02784,    0.14958,    0.05304,    0.06989
   3.47500,    0.03361,    0.10049,    0.02977,    0.03306,    3.47500,    0.05995,    0.07544,    0.05380,    0.01987,    3.47500,    0.05183,    0.08313,    0.01726,    0.02702,    3.47500,    0.02827,    0.14003,    0.05213,    0.06601
   3.50000,    0.06731,    0.08471,    0.02204,    0.02612,    3.50000,    0.04382,    0.04850,    0.05260,    0.01962,    3.50000,    0.03831,    0.10275,    0.02871,    0.03818,    3.50000,    0.02643,    0.14018,    0.05043,    0.06141
   3.52500,    0.09628,    0.08830,    0.04173,    0.03695,    3.52500,    0.04680,    0.06461,    0.03391,    0.02075,    3.52500,    0.02602,    0.11425,    0.04069,    0.05068,    3.52500,    0.02351,    0.14530,    0.04562,    0.07076
   3.55000,    0.11114,    0.07401,    0.05424,    0.02720,    3.55000,    0.05680,    0.08548,    0.03992,    0.02297,    3.55000,    0.03304,    0.12171,    0.04477,    0.05948,    3.55000,    0.02336,    0.15414,    0.04167,    0.07511
   3.57500,    0.11632,    0.06070,    0.04181,    0.01955,    3.57500,    0.04594,    0.07113,    0.03302,    0.02350,    3.57500,    0.03481,    0.12263,    0.04651,    0.06301,    3.57500,    0.03363,    0.16327,    0.04208,    0.08917
   3.60000,    0.09797,    0.06406,    0.03757,    0.02050,    3.60000,    0.04080,    0.05327,    0.02398,    0.01837,    3.60000,    0.03926,    0.12612,    0.03789,    0.05768,    3.60000,    0.03012,    0.17245,    0.04415,    0.09127
   3.62500,    0.08163,    0.06506,    0.02799,    0.02158,    3.62500,    0.03990,    0.05103,    0.03052,    0.02293,    3.62500,    0.04725,    0.12388,    0.02663,    0.03989,    3.62500,    0.02783,    0.17991,    0.03097,    0.07383
   3.65000,    0.07846,    0.06043,    0.03054,    0.02364,    3.65000,    0.03100,    0.03969,    0.03764,    0.02169,    3.65000,    0.05286,    0.12264,    0.01618,    0.03838,    3.65000,    0.03249,    0.18483,    0.02798,    0.08055
   3.67500,    0.07313,    0.07177,    0.03697,    0.02153,    3.67500,    0.04979,    0.05027,    0.03857,    0.02551,    3.67500,    0.06528,    0.12581,    0.02433,    0.04504,    3.67500,    0.03398,    0.18666,    0.03457,    0.08239
   3.70000,    0.05746,    0.08160,    0.04254,    0.02759,    3.70000,    0.04796,    0.07893,    0.02577,    0.03467,    3.70000,    0.06579,    0.12377,    0.03238,    0.04600,    3.70000,    0.04282,    0.18491,    0.04553,    0.09738
   3.72500,    0.03509,    0.08387,    0.04076,    0.02619,    3.72500,    0.04762,    0.09185,    0.01999,    0.03297,    3.72500,    0.04806,    0.12562,    0.03279,    0.04454,    3.72500,    0.04095,    0.18670,    0.05167,    0.10956
   3.75000,    0.03563,    0.08954,    0.04611,    0.02970,    3.75000,    0.03994,    0.10212,    0.01967,    0.03842,    3.75000,    0.03247,    0.13229,    0.02050,    0.02294,    3.75000,    0.05002,    0.19099,    0.03753,    0.09242
   3.77500,    0.04070,    0.10175,    0.05035,    0.03047,    3.77500,    0.02415,    0.10331,    0.01671,    0.02667,    3.77500,    0.02120,    0.13606,    0.02337,    0.03639,    3.77500,    0.04046,    0.20282,    0.02525,    0.07854
   3.80000,    0.05454,    0.09536,    0.04963,    0.03208,    3.80000,    0.02241,    0.11468,    0.01826,    0.03262,    3.80000,    0.03607,    0.13450,    0.03900,    0.04168,    3.80000,    0.03532,    0.20689,    0.04207,    0.08133
   3.82500,    0.06061,    0.07978,    0.03423,    0.03721,    3.82500,    0.02801,    0.12724,    0.01701,    0.04499,    3.82500,    0.04220,    0.12339,    0.02988,    0.04319,    3.82500,    0.02802,    0.19293,    0.03971,    0.09730
   3.85000,    0.07123,    0.09199,    0.02462,    0.04334,    3.85000,    0.03682,    0.13027,    0.02181,    0.04039,    3.85000,    0.04689,    0.11537,    0.04080,    0.03951,    3.85000,    0.02528,    0.17879,    0.02932,    0.10807
   3.87500,    0.07136,    0.10388,    0.02769,    0.04115,    3.87500,    0.03455,    0.13093,    0.02202,    0.03798,    3.87500,    0.05199,    0.11318,    0.04518,    0.02538,    3.87500,    0.03276,    0.17798,    0.03393,    0.10353
   3.90000,    0.07520,    0.10301,    0.03127,    0.02951,    3.90000,    0.03403,    0.13178,    0.02521,    0.03508,    3.90000,    0.04784,    0.10412,    0.04370,    0.02684,    3.90000,    0.03492,    0.19222,    0.04101,    0.09771
   3.92500,    0.08069,    0.10546,    0.02375,    0.02945,    3.92500,    0.04180,    0.13170,    0.02895,    0.02871,    3.92500,    0.04378,    0.09117,    0.03407,    0.03912,    3.92500,    0.03587,    0.19651,    0.04165,    0.08794
   3.95000,    0.08525,    0.11458,    0.02651,    0.04850,    3.95000,    0.04129,    0.12450,    0.02526,    0.02560,    3.95000,    0.03493,    0.07965,    0.02282,    0.03840,    3.95000,    0.03463,    0.18925,    0.02466,    0.09380
   3.97500,    0.08303,    0.12653,    0.02772,    0.06096,    3.97500,    0.02795,    0.11407,    0.01742,    0.04109,    3.97500,    0.03816,    0.06845,    0.02257,    0.02680,    3.97500,    0.02438,    0.19339,    0.04285,    0.10323
   4.00000,    0.06474,    0.13121,    0.03407,    0.05093,    4.00000,    0.01792,    0.10883,    0.01899,    0.02526,    4.00000,    0.04541,    0.05671,    0.03043,    0.02250,    4.00000,    0.02919,    0.20631,    0.04373,    0.10366
   4.00000,    0.06475,    0.13121,    0.03408,    0.05092,    4.00000,    0.01791,    0.10883,    0.01899,    0.02526,    4.00000,    0.04538,    0.05672,    0.03041,    0.02258,    4.00000,    0.02913,    0.20630,    0.04371,    0.10368
