# stars45degtime,stars45degm1,stars45degm2,stars45degm3,stars45degm4,stars90degtime,stars90degm1,stars90degm2,stars90degm3,stars90degm4,stars0degtime,stars0degm1,stars0degm2,stars0degm3,stars0degm4,stars0deg_retrotime,stars0deg_retrom1,stars0deg_retrom2,stars0deg_retrom3,stars0deg_retrom4
   2.62500,    0.05657,    0.13758,    0.07926,    0.02326,    2.62500,    0.13600,    0.16248,    0.05732,    0.05636,    2.62500,    0.07201,    0.14139,    0.04039,    0.03787,    2.62500,    0.05985,    0.16749,    0.04818,    0.03586
   2.65000,    0.03451,    0.13967,    0.05279,    0.01773,    2.65000,    0.12170,    0.15259,    0.04210,    0.04381,    2.65000,    0.05439,    0.16368,    0.03876,    0.03283,    2.65000,    0.05141,    0.17382,    0.03393,    0.04698
   2.67500,    0.02282,    0.13268,    0.02956,    0.01954,    2.67500,    0.09571,    0.13517,    0.04381,    0.03171,    2.67500,    0.04592,    0.17275,    0.05608,    0.03201,    2.67500,    0.08072,    0.17179,    0.02691,    0.03639
   2.70000,    0.04899,    0.12494,    0.01594,    0.02350,    2.70000,    0.06274,    0.11246,    0.05579,    0.01909,    2.70000,    0.05224,    0.16995,    0.07170,    0.03846,    2.70000,    0.08428,    0.16679,    0.01949,    0.04189
   2.72500,    0.07513,    0.12282,    0.01930,    0.03305,    2.72500,    0.04768,    0.09774,    0.05771,    0.01924,    2.72500,    0.05131,    0.16625,    0.06837,    0.04221,    2.72500,    0.06195,    0.16797,    0.02279,    0.05971
   2.75000,    0.07891,    0.12668,    0.02630,    0.02390,    2.75000,    0.04031,    0.08369,    0.04766,    0.01614,    2.75000,    0.03679,    0.15823,    0.04945,    0.04245,    2.75000,    0.06702,    0.17227,    0.02157,    0.07453
   2.77500,    0.08131,    0.12532,    0.04332,    0.02183,    2.77500,    0.03932,    0.06961,    0.03292,    0.02014,    2.77500,    0.03165,    0.15853,    0.02835,    0.03773,    2.77500,    0.08253,    0.15343,    0.04342,    0.07555
   2.80000,    0.07866,    0.12739,    0.06876,    0.02865,    2.80000,    0.05573,    0.05966,    0.03121,    0.02081,    2.80000,    0.04785,    0.15037,    0.03144,    0.03257,    2.80000,    0.07567,    0.13210,    0.05901,    0.05502
   2.82500,    0.05682,    0.14151,    0.08631,    0.02326,    2.82500,    0.06123,    0.06567,    0.03196,    0.01727,    2.82500,    0.06225,    0.13424,    0.03902,    0.03292,    2.82500,    0.07747,    0.12348,    0.05982,    0.04483
   2.85000,    0.03503,    0.16670,    0.08796,    0.04593,    2.85000,    0.06119,    0.07769,    0.03209,    0.01780,    2.85000,    0.06730,    0.13095,    0.04017,    0.04004,    2.85000,    0.07256,    0.13121,    0.03539,    0.03433
   2.87500,    0.05307,    0.19124,    0.06943,    0.07214,    2.87500,    0.06305,    0.09735,    0.03133,    0.03109,    2.87500,    0.07143,    0.13600,    0.03922,    0.02795,    2.87500,    0.03892,    0.15197,    0.02352,    0.02910
   2.90000,    0.05759,    0.20388,    0.05562,    0.08520,    2.90000,    0.05132,    0.12496,    0.02472,    0.02768,    2.90000,    0.08085,    0.13874,    0.03624,    0.01533,    2.90000,    0.02988,    0.15766,    0.03084,    0.02820
   2.92500,    0.04329,    0.19901,    0.04694,    0.07043,    2.92500,    0.04161,    0.15143,    0.03105,    0.02295,    2.92500,    0.08633,    0.13705,    0.03908,    0.02586,    2.92500,    0.03363,    0.14654,    0.03873,    0.03118
   2.95000,    0.04664,    0.18567,    0.04636,    0.05375,    2.95000,    0.05054,    0.16502,    0.03032,    0.03133,    2.95000,    0.08769,    0.14757,    0.02967,    0.03090,    2.95000,    0.04072,    0.14033,    0.03073,    0.03600
   2.97500,    0.06390,    0.16670,    0.04434,    0.04655,    2.97500,    0.07620,    0.17284,    0.02980,    0.04628,    2.97500,    0.06230,    0.16387,    0.01360,    0.03120,    2.97500,    0.04683,    0.14428,    0.01805,    0.04236
   3.00000,    0.07270,    0.14589,    0.04248,    0.05022,    3.00000,    0.10277,    0.18805,    0.02359,    0.05094,    3.00000,    0.02058,    0.17414,    0.02672,    0.03241,    3.00000,    0.05889,    0.13125,    0.03029,    0.04077
   3.02500,    0.07839,    0.12550,    0.05802,    0.04696,    3.02500,    0.11911,    0.20335,    0.03464,    0.04943,    3.02500,    0.03053,    0.18157,    0.05393,    0.03741,    3.02500,    0.06680,    0.11467,    0.03705,    0.03870
   3.05000,    0.08286,    0.11428,    0.08830,    0.04314,    3.05000,    0.11290,    0.20273,    0.05652,    0.05226,    3.05000,    0.05347,    0.18288,    0.06668,    0.03986,    3.05000,    0.05294,    0.11543,    0.04162,    0.03242
   3.07500,    0.06547,    0.09971,    0.10702,    0.03586,    3.07500,    0.10553,    0.19401,    0.07081,    0.06228,    3.07500,    0.05318,    0.16977,    0.07380,    0.03207,    3.07500,    0.04375,    0.13905,    0.04595,    0.02919
   3.10000,    0.05834,    0.09669,    0.10348,    0.02945,    3.10000,    0.09197,    0.17095,    0.06702,    0.05659,    3.10000,    0.04679,    0.17271,    0.07442,    0.02886,    3.10000,    0.02957,    0.15584,    0.04692,    0.03463
   3.12500,    0.05381,    0.08615,    0.08575,    0.02643,    3.12500,    0.07442,    0.14615,    0.05729,    0.04334,    3.12500,    0.04962,    0.17676,    0.06788,    0.03272,    3.12500,    0.02062,    0.15383,    0.05864,    0.03235
   3.15000,    0.04908,    0.08618,    0.06242,    0.02668,    3.15000,    0.07363,    0.12436,    0.05346,    0.03090,    3.15000,    0.06221,    0.17621,    0.04458,    0.05075,    3.15000,    0.02475,    0.14204,    0.05696,    0.02025
   3.17500,    0.05792,    0.08988,    0.04686,    0.02846,    3.17500,    0.06578,    0.11546,    0.03817,    0.03252,    3.17500,    0.06753,    0.16866,    0.02749,    0.06461,    3.17500,    0.02947,    0.15019,    0.03875,    0.02563
   3.20000,    0.06949,    0.08379,    0.03753,    0.02828,    3.20000,    0.02917,    0.10863,    0.03877,    0.03498,    3.20000,    0.05249,    0.16033,    0.03294,    0.06654,    3.20000,    0.03803,    0.15809,    0.03167,    0.04046
   3.22500,    0.08089,    0.07188,    0.03668,    0.02570,    3.22500,    0.03962,    0.10106,    0.04046,    0.02952,    3.22500,    0.03104,    0.15808,    0.03779,    0.06453,    3.22500,    0.04192,    0.15008,    0.03248,    0.04650
   3.25000,    0.07818,    0.07602,    0.03808,    0.01709,    3.25000,    0.07569,    0.10030,    0.04062,    0.03349,    3.25000,    0.03543,    0.15707,    0.04303,    0.06143,    3.25000,    0.03902,    0.14134,    0.03255,    0.04394
   3.27500,    0.07118,    0.08159,    0.04519,    0.02330,    3.27500,    0.08911,    0.09112,    0.03640,    0.03007,    3.27500,    0.03955,    0.14655,    0.04710,    0.05393,    3.27500,    0.03300,    0.13763,    0.03006,    0.03736
   3.30000,    0.05986,    0.09258,    0.05123,    0.02641,    3.30000,    0.08372,    0.06378,    0.04374,    0.02268,    3.30000,    0.03020,    0.13060,    0.04036,    0.04305,    3.30000,    0.02775,    0.14017,    0.02291,    0.03869
   3.32500,    0.05159,    0.10399,    0.05800,    0.03028,    3.32500,    0.08936,    0.05700,    0.05857,    0.02229,    3.32500,    0.02246,    0.11083,    0.03643,    0.03775,    3.32500,    0.02880,    0.14224,    0.02278,    0.04416
   3.35000,    0.04515,    0.10275,    0.06248,    0.02597,    3.35000,    0.07706,    0.07043,    0.07084,    0.02647,    3.35000,    0.03326,    0.10556,    0.03416,    0.03241,    3.35000,    0.03126,    0.12858,    0.02500,    0.04505
   3.37500,    0.05188,    0.08731,    0.06594,    0.01581,    3.37500,    0.08000,    0.08575,    0.06857,    0.02862,    3.37500,    0.05259,    0.10256,    0.02398,    0.03344,    3.37500,    0.05249,    0.11412,    0.01565,    0.03411
   3.40000,    0.06326,    0.07028,    0.06781,    0.01475,    3.40000,    0.09208,    0.09599,    0.06571,    0.02504,    3.40000,    0.05172,    0.09233,    0.02288,    0.02845,    3.40000,    0.04960,    0.11314,    0.01949,    0.03000
   3.42500,    0.06629,    0.07007,    0.06315,    0.01419,    3.42500,    0.09179,    0.11215,    0.06957,    0.02479,    3.42500,    0.02583,    0.07710,    0.02788,    0.02614,    3.42500,    0.03574,    0.11945,    0.02808,    0.02361
   3.45000,    0.06483,    0.08527,    0.04854,    0.02234,    3.45000,    0.06736,    0.13990,    0.06691,    0.04146,    3.45000,    0.02625,    0.07626,    0.02840,    0.02263,    3.45000,    0.02155,    0.11852,    0.02929,    0.02974
   3.47500,    0.07181,    0.10275,    0.03846,    0.02450,    3.47500,    0.05567,    0.16886,    0.05672,    0.04665,    3.47500,    0.04800,    0.08363,    0.02739,    0.02253,    3.47500,    0.01711,    0.11745,    0.02517,    0.03595
   3.50000,    0.07568,    0.11856,    0.03313,    0.02520,    3.50000,    0.04334,    0.17733,    0.04821,    0.04322,    3.50000,    0.03990,    0.08911,    0.02226,    0.02554,    3.50000,    0.02063,    0.12028,    0.02835,    0.03439
   3.52500,    0.07018,    0.12459,    0.04185,    0.02580,    3.52500,    0.03248,    0.17456,    0.04899,    0.04611,    3.52500,    0.03280,    0.10244,    0.03336,    0.02407,    3.52500,    0.02658,    0.13707,    0.02736,    0.03019
   3.55000,    0.05763,    0.12916,    0.04016,    0.02855,    3.55000,    0.04164,    0.16847,    0.04878,    0.05180,    3.55000,    0.03148,    0.11660,    0.03757,    0.02447,    3.55000,    0.03027,    0.15425,    0.02452,    0.03760
   3.57500,    0.06093,    0.13924,    0.03716,    0.02882,    3.57500,    0.04217,    0.16118,    0.04360,    0.04974,    3.57500,    0.03177,    0.12795,    0.04394,    0.01710,    3.57500,    0.03789,    0.14386,    0.02688,    0.04509
   3.60000,    0.04038,    0.15116,    0.03530,    0.03850,    3.60000,    0.05020,    0.15917,    0.04885,    0.04560,    3.60000,    0.04043,    0.13331,    0.04158,    0.02842,    3.60000,    0.03153,    0.12322,    0.03623,    0.04008
   3.62500,    0.03615,    0.16546,    0.03728,    0.04924,    3.62500,    0.05028,    0.15528,    0.04966,    0.04789,    3.62500,    0.04642,    0.13531,    0.03671,    0.03192,    3.62500,    0.02232,    0.11378,    0.03890,    0.03218
   3.65000,    0.03634,    0.17417,    0.04870,    0.05125,    3.65000,    0.04702,    0.14093,    0.04699,    0.05673,    3.65000,    0.04830,    0.13310,    0.03447,    0.03655,    3.65000,    0.03174,    0.11346,    0.04149,    0.03285
   3.67500,    0.04112,    0.16853,    0.05748,    0.04486,    3.67500,    0.03919,    0.11850,    0.03815,    0.04809,    3.67500,    0.05855,    0.13145,    0.05262,    0.04383,    3.67500,    0.03618,    0.11091,    0.04202,    0.03674
   3.70000,    0.05384,    0.16605,    0.05428,    0.04373,    3.70000,    0.04345,    0.10900,    0.03252,    0.03242,    3.70000,    0.06369,    0.13005,    0.06534,    0.05167,    3.70000,    0.03856,    0.11224,    0.03462,    0.03186
   3.72500,    0.06462,    0.16390,    0.05173,    0.04001,    3.72500,    0.04675,    0.09673,    0.02786,    0.02368,    3.72500,    0.06165,    0.13134,    0.06807,    0.04702,    3.72500,    0.05408,    0.11852,    0.03489,    0.03310
   3.75000,    0.06569,    0.16733,    0.04777,    0.04206,    3.75000,    0.04640,    0.07654,    0.02931,    0.01754,    3.75000,    0.06071,    0.13176,    0.05196,    0.04621,    3.75000,    0.05706,    0.13879,    0.03423,    0.04431
   3.77500,    0.05957,    0.16724,    0.04645,    0.05077,    3.77500,    0.04889,    0.05551,    0.02259,    0.02276,    3.77500,    0.05937,    0.13565,    0.04635,    0.05247,    3.77500,    0.05878,    0.15122,    0.04028,    0.05681
   3.80000,    0.05744,    0.16219,    0.03626,    0.05288,    3.80000,    0.07574,    0.04985,    0.02692,    0.02048,    3.80000,    0.04787,    0.14768,    0.04010,    0.05743,    3.80000,    0.04263,    0.14471,    0.03439,    0.04954
   3.82500,    0.05845,    0.15425,    0.02573,    0.04462,    3.82500,    0.10906,    0.07658,    0.03746,    0.02231,    3.82500,    0.04868,    0.15315,    0.04399,    0.05300,    3.82500,    0.02694,    0.11949,    0.01943,    0.04355
   3.85000,    0.04954,    0.15084,    0.02533,    0.03617,    3.85000,    0.12543,    0.10465,    0.04716,    0.01858,    3.85000,    0.05112,    0.14271,    0.03844,    0.04130,    3.85000,    0.02218,    0.10600,    0.01481,    0.04159
   3.87500,    0.03335,    0.14825,    0.01937,    0.03395,    3.87500,    0.12257,    0.11035,    0.05634,    0.01316,    3.87500,    0.04353,    0.12805,    0.03968,    0.03870,    3.87500,    0.02902,    0.11027,    0.02873,    0.04490
   3.90000,    0.02588,    0.13959,    0.03338,    0.02259,    3.90000,    0.10097,    0.10016,    0.05642,    0.01991,    3.90000,    0.02482,    0.11733,    0.04848,    0.04082,    3.90000,    0.03688,    0.11912,    0.03825,    0.04259
   3.92500,    0.04502,    0.13697,    0.04910,    0.02123,    3.92500,    0.06724,    0.10603,    0.04722,    0.02311,    3.92500,    0.02138,    0.10260,    0.06292,    0.03783,    3.92500,    0.04292,    0.13430,    0.02855,    0.03864
   3.95000,    0.06070,    0.13344,    0.05666,    0.02291,    3.95000,    0.03938,    0.13009,    0.03946,    0.02480,    3.95000,    0.04226,    0.09699,    0.06555,    0.04011,    3.95000,    0.04276,    0.15228,    0.02126,    0.04265
   3.97500,    0.06528,    0.12999,    0.05058,    0.03522,    3.97500,    0.02740,    0.15384,    0.03877,    0.02872,    3.97500,    0.05862,    0.09236,    0.05580,    0.03578,    3.97500,    0.04859,    0.17869,    0.02023,    0.04784
   4.00000,    0.06437,    0.11981,    0.04253,    0.03305,    4.00000,    0.02770,    0.16812,    0.04843,    0.03133,    4.00000,    0.06946,    0.09113,    0.04128,    0.03753,    4.00000,    0.04520,    0.19798,    0.02829,    0.04886
   4.00000,    0.06437,    0.11981,    0.04253,    0.03305,    4.00000,    0.02770,    0.16811,    0.04844,    0.03132,    4.00000,    0.06945,    0.09107,    0.04132,    0.03761,    4.00000,    0.04503,    0.19798,    0.02831,    0.04891
