Lat,Lon,Count,Name
38.731371,-82.992073,1,Shawnee State University
37.676444,-113.071332,1,Southern Utah University
36.144703,-86.802655,7,Vanderbilt University
36.369987,127.345955,3,Chungnam National University KOREA
41.658031,-83.614070,15,The University of Toledo
45.401901,11.868588,4,INAF Osservatorio Astronomico di Padova
29.552839,-95.093186,1,NASA
43.336962,5.410988,1,Provence University
52.450817,-1.930513,9,University of Birmingham
29.518128,-98.458056,1,CSIC
50.863729,4.678081,1,Centre For Plasma Astrophysics K.U.Leuven Belgium
40.074025,-82.522643,1,Denison University
32.775722,-117.071889,5,San Diego State University
53.167717,8.654265,2,Jacobs University Bremen
43.646374,-79.382101,10,Waterfront International Ltd
-36.852338,174.769107,1,The University of Auckland
39.771128,-104.798705,1,Scitor Corporation
40.549521,-3.687605,2,Instituto de Fisica Teorica (IFT)
49.260605,-123.245994,23,University of British Columbia
17.718171,-64.797745,4,University of the Virgin Islands
38.752504,-9.158510,2,Centre for Astronomy and Astrophysics of the University of Lisbon
38.130723,-122.213623,1,TIARA
44.025319,-88.551021,2,University of Wisconsin Oshkosh
-33.026767,-71.639083,1,Universidad de Valparaiso Facultad de C
-30.721639,21.411077,2,South African Square Kilometre Array Pro
47.490570,19.058544,3,Eotvos University Budapest
39.906841,-75.355648,5,Swarthmore College
39.033554,-94.576026,2,University of Missouri-Kansas City
-41.290402,174.768662,5,Victoria University of Wellington
33.794966,-79.011730,8,Coastal Caorlina University
43.704441,-72.288693,7,Dartmouth College
42.244006,-84.745177,2,Albion College
4.634350,-74.066566,3,Universidad Cat
46.308253,6.134087,7,Geneva Observatory Geneva University
52.035418,8.496345,1,Bielefeld University
33.391607,-111.872039,1,Mesa Community College
49.597880,11.004551,3,University Of Erlangen Nuernberg
35.203942,-82.879359,2,Pisgah Astronomical Research Institute
28.681237,-17.766522,8,Isaac Newton Group of Telescopes
38.339387,-122.674181,5,Sonoma State Unviersity
49.783008,9.970846,3,Universitaet Wuerzburg
40.716568,-73.598534,1,Hofstra University
36.534980,-87.354885,1,Austin Peay State University
45.658667,13.793448,1,Department of Astronomy Trieste Univers
36.213484,-81.684145,4,Appalachian State University
41.280313,-70.104795,4,Nantucket Maria Mitchell Association
40.874791,-72.876301,12,Brookhaven National Laboratory
32.306758,-90.178211,1,USGS
33.475856,-82.022974,1,Augusta State Univeristy
37.562112,-122.286035,1,Computer Sciences Corporation
52.388197,9.710702,2,Max Planck Institute for Gravitational P
40.606909,-75.378283,6,Lehigh University Physics
39.709860,-75.118948,2,Rowan University
51.417208,6.884780,8,Max-Planck-Institut f
33.584259,-101.878282,13,Texas Tech University
38.231380,-122.630680,2,Bay Area Environmental Research Institut
55.680230,12.572410,9,University of Copenhagen
41.106260,-80.647700,3,Youngstown State University
41.114847,-83.167485,2,Heidelberg University
38.736819,-9.138705,3,CENTRA - Instituto Superior T
-29.867422,30.980727,30,University of KwaZulu-Natal
49.278094,-122.919883,1,Simon Fraser University
45.329096,-75.661986,2,National Research Council
41.150667,-8.638483,3,Centro de Astrofisica da Universidade do
36.166822,-86.827581,3,Tennessee State University
38.880554,-77.110960,36,National Science Foundation
53.019519,18.571199,1,Nicolaus Copernicus Astronomical Center Torun Poland
33.769223,-84.294554,3,Agnes Scott College
44.835291,-0.526040,5,Laboratoire d'Astrophysique de Bordeaux 
-26.690483,27.093163,4,North-West University
43.194809,-71.573420,3,St. Paul's School
30.620041,-96.342933,18,Astronomical Institute University of Am
39.790841,-84.098976,1,Air Force Research Laboratory
36.068930,-79.810198,1,University of North Carolina at Greensbo
34.923700,-82.438269,1,Furman University
40.325438,-111.726825,1,JIVE
15.215819,145.717112,1,Palms Resort Saipan
39.836207,-77.237508,2,Gettysburg College
32.403186,-111.030792,5,Astronomical Consultants & Equipment In
34.190425,-79.651985,2,Francis Marion University
41.749057,-92.720130,1,Grinnell College
23.035552,72.543456,1,Physical Research Laboratory
39.978318,-105.275031,3,National Center for Atmospheric Research (NCAR)
31.262218,34.801461,1,Ben-Gurion University of the Negev
42.299371,-71.265995,2,Babson College
51.981101,5.904889,1,Various institutes in the Netherlands
43.138948,-70.937025,11,UNIVERSITY OF NEW HAMPSHIRE
21.308767,-157.863353,1,Oceanit
32.731148,-97.114088,9,University of Texas at Arlington
40.737275,-84.028346,1,The Ohio State University at Lima
32.502309,-84.941446,5,Columbus State University
33.646260,-96.594854,2,Austin College
-29.911910,-71.243659,1,Departamento de Fisica y Astronomia Sci
49.939820,-119.396764,2,University of British Columbia Okanagan
39.015336,-94.706932,1,Vidiation LLC
31.993304,-102.092519,1,Museum of the Southwest
41.440120,-75.620837,1,Penn State Worthington Scranton
43.648611,-79.529104,1,Royal Astronomical Society
41.868330,-88.099622,4,Wheaton College
44.008260,-73.177315,2,Middlebury College
35.931193,-84.310014,3,University of Tennessee/Oak Ridge Nation
33.951744,35.615938,1,Notre Dame Univesity-Louaize
34.242595,-118.528069,4,California State University Northridge
50.813207,4.382222,1,Institut d'Astronomie et d'Astrophysique - Brussels
50.525000,6.882800,1,Max-Planck-Institut f. Astrophysics
40.202721,-77.197232,1,Dickinson College
42.253253,-72.576139,2,Mount Holyoke College
8.624088,-71.145479,1,Centro de Investigaciones de Astronomia 
48.726635,-3.987479,1,UPMC/CNRS
47.116055,-88.545758,1,Michigan Technological University
43.181959,-77.625883,1,ITT
35.616292,-82.567313,2,University of North Carolina at Ashevill
39.573152,-95.111374,2,Benedictine College
43.039153,-76.135116,3,Syracuse University
39.544192,-119.816397,1,University of Nevada
35.183085,-111.654965,8,Northern Arizona University
44.529447,-89.571378,1,University of Wisconsin-Stevens Point
52.229350,0.156709,1,Observatory Sciences Ltd.
31.225502,121.533502,2,NYU Shanghai
40.278831,-111.715197,1,Utah Valley State College
48.213185,16.360050,13,University of Vienna
34.807456,-87.681168,1,Univeristy of North Alabama
40.444211,-3.952696,1,European Space Astronomy Centre
33.733556,-116.713943,6,Astrocamp
18.147022,-65.837486,1,The University of Puerto Rico at Humacao
35.056673,-118.154405,1,Flight Test Aerospace
-17.786271,31.052143,1,University of Z
45.704162,13.719334,1,Abdus Salam International Center for The
-26.147841,28.040325,2,South Africa SKA / University of Johannesburg
33.775618,-84.396285,11,Georgia Institute of Technology
39.901473,-105.037886,1,Front Range Community College
36.985354,-86.456138,11,Western Kentucky University
44.801880,-73.102554,1,Laboratory for Systems Instrumentation 
30.390917,-97.756932,7,ESO
39.789368,-105.029807,1,Regis University
45.551186,-94.151514,2,St. Cloud State University
33.356261,-116.864821,6,Caltech/Palomar Observatory
53.276645,-9.061603,1,National University of Ireland Galway
37.220842,-2.546757,2,Calar Alto Observatory
-42.903512,147.326639,12,University of Tasmania
37.386280,-122.051355,20,SETI INSTITUTE
49.678647,-112.859448,1,University of Lethbridge
43.305241,5.394899,1,Observatoire Astronomique de Marseille-P
41.869065,-87.648454,1,Dept of Physics The University of the W
35.973233,-79.995040,1,High Point University
39.747526,-104.942808,1,Denver Museum of Nature & Science
44.521880,11.336637,4,INAF - Bologna Astronomical  Observatory
37.335187,-121.881072,2,San Jose State University
36.104875,-79.503888,2,Elon University
44.563869,-69.662636,4,Colby College
42.308085,-71.137672,1,Clay Center Observatory at Dexter and Southfield Schools
40.873318,-73.894139,1,Lehman College of the City University of
37.240376,-78.461030,2,Hampden-Sydney College
54.353074,-6.649904,6,Armagh Observatory
43.450851,-76.543438,3,Oswego State University-SUNY
19.502665,-99.134074,1,Escuela Superior de Fisica y Matematicas
53.480190,10.239380,1,Hamburg Observatory Germany
29.722857,-95.345099,1,Faculty of Mathematics and Natural Scien
50.935742,-1.396638,34,University of Southampton
43.662248,-70.275694,1,University of Southern Maine
41.386608,2.164020,2,ICC University of Barcelona
40.510088,-75.783423,5,Kutztown University
41.293483,-82.223600,4,Oberlin College
33.190807,-117.302928,1,MiraCosta Community College
